Easting,Northing,surf,bed,hice,dist
-1473192,-389214,836.70458984375,-1086.6477,1930.56,25.7
-1473282,-389258,838.0752563476562,-1086.6477,1930.56,25.8
-1473367,-389312,838.0752563476562,-1086.6477,1930.56,25.9
-1473451,-389365,839.4163208007812,-1086.6477,1930.56,26.0
-1473536,-389418,839.2447509765625,-1096.2146,1943.8882,26.1
-1473626,-389463,840.6730346679688,-1096.2146,1943.8882,26.2
-1473716,-389507,840.6730346679688,-1104.4736,1951.2413,26.3
-1473806,-389550,841.9976196289062,-1104.4736,1951.2413,26.4
-1473895,-389594,841.9976196289062,-1104.4736,1951.2413,26.5
-1473986,-389638,842.2745971679688,-1104.4736,1951.2413,26.6
-1474078,-389677,843.7220458984375,-1110.7983,1962.167,26.7
-1474169,-389718,843.7220458984375,-1110.7983,1962.167,26.8
-1474260,-389758,844.8240966796875,-1110.7983,1962.167,26.9
-1474351,-389801,845.3038330078125,-1110.7983,1962.167,27.0
-1474441,-389843,846.5361328125,-1110.7983,1962.167,27.1
-1474530,-389888,846.5361328125,-1118.1143,1973.1458,27.2
-1474621,-389932,847.786376953125,-1118.1143,1973.1458,27.3
-1474712,-389973,847.786376953125,-1118.1143,1973.1458,27.4
-1474803,-390014,849.2499389648438,-1120.1748,1975.6628,27.5
-1474890,-390064,849.2499389648438,-1120.1748,1975.6628,27.6
-1474976,-390115,849.2499389648438,-1120.1748,1975.6628,27.7
-1475058,-390172,850.1177368164062,-1125.9348,1984.6534,27.8
-1475140,-390229,850.630859375,-1125.9348,1984.6534,27.9
-1475224,-390284,851.6235961914062,-1125.9348,1984.6534,28.0
-1475309,-390336,851.6235961914062,-1125.9348,1984.6534,28.1
-1475402,-390373,852.3995361328125,-1125.9348,1984.6534,28.2
-1475494,-390412,852.818359375,-1125.9348,1984.6534,28.3
-1475585,-390454,852.818359375,-1132.5308,1993.7435,28.4
-1475676,-390495,853.63525390625,-1132.5308,1993.7435,28.5
-1475765,-390539,853.63525390625,-1131.648,1993.0204,28.6
-1475856,-390580,854.1430053710938,-1131.648,1993.0204,28.7
-1475948,-390622,854.5665283203125,-1131.648,1993.0204,28.8
-1476041,-390656,855.2767944335938,-1135.7915,1999.3109,28.9
-1476135,-390692,855.2767944335938,-1135.7915,1999.3109,29.0
-1476227,-390730,856.0174560546875,-1135.7915,1999.3109,29.1
-1476320,-390769,856.0174560546875,-1135.7915,1999.3109,29.2
-1476412,-390808,857.0608520507812,-1135.7915,1999.3109,29.3
-1476502,-390849,857.0608520507812,-1142.1095,2007.561,29.4
-1476592,-390893,857.0608520507812,-1142.1095,2007.561,29.5
-1476686,-390928,857.714599609375,-1142.1095,2007.561,29.6
-1476780,-390964,857.714599609375,-1142.1095,2007.561,29.7
-1476873,-391001,858.757080078125,-1142.9373,2008.2583,29.8
-1476967,-391035,858.757080078125,-1142.9373,2008.2583,29.9
-1477055,-391081,859.5009765625,-1152.1718,2020.0317,30.0
-1477144,-391128,859.5009765625,-1152.1718,2020.0317,30.1
-1477233,-391173,860.1747436523438,-1152.1718,2020.0317,30.2
-1477323,-391217,860.6153564453125,-1152.1718,2020.0317,30.3
-1477410,-391265,861.30126953125,-1152.1718,2020.0317,30.4
-1477495,-391317,861.30126953125,-1152.1718,2020.0317,30.5
-1477584,-391365,861.30126953125,-1170.3113,2040.4194,30.6
-1477673,-391410,862.6522827148438,-1170.3113,2040.4194,30.7
-1477762,-391454,862.6522827148438,-1170.3113,2040.4194,30.8
-1477853,-391497,863.4367065429688,-1170.3113,2040.4194,30.9
-1477943,-391541,863.4367065429688,-1168.7065,2039.6472,31.0
-1478032,-391585,863.9541625976562,-1187.9004,2061.8,31.1
-1478123,-391626,864.9315185546875,-1187.9004,2061.8,31.2
-1478212,-391672,865.7264404296875,-1187.9004,2061.8,31.3
-1478301,-391718,865.7264404296875,-1187.9004,2061.8,31.4
-1478389,-391765,865.7264404296875,-1187.9004,2061.8,31.5
